Dates,ACMESIE LX Equity,RCMSTYL LX Equity,ALEPTEU LX Equity,AEEI2EC LX Equity,CAIXEIA LX Equity,AXWEOFC LX Equity,AXWECEI LX Equity,MEREMAI LX Equity,ETDD FP Equity,CSEMICE LX Equity,CSESDBEL LX Equity,CSIEEDE LX Equity,PAMEULF BB Equity,DIICEIC LX Equity,DWSTEFC LX Equity,STHOPMI FP Equity,FIDFEBI LX Equity,FJ2C GR Equity,GEQ50AD LX Equity,HSBEURQ LX Equity,HSBCLGI LX Equity,BGEURAX LX Equity,HENEUDI LX Equity,JPEDCAC LX Equity,FLEEUEC LX Equity,SGEURIE LX Equity,METVSRI FP Equity,MEZEI1E ID Equity,NATISRI LX Equity,MOREFAI LX Equity,INGEHDI LX Equity,PIPTFEI LX Equity,SIEEACE LX Equity,SSEIIEU LX Equity,SSGFESI LX Equity,TEMGRIA LX Equity,UBSEITL LX Equity,UECIEQD LX Equity,UGEURSA LX Equity,VANESII ID Equity
17/07/2018,29.6,12.14,1206.54,9.57,1853.2,81.44,258.1,30.13,9.108,1231.63,#N/A N/A,1169.87,208.61,307.02,231.83,229.81,22.76,10.9,120.29,42.747,19.439,109.41,49.19,143.32,24.89,1508.3463,324.77,210.29,75859.47,13.21,644.3,193.69,97.3763,12.7924,10.18,22.78,102.45,96.31,1197.63,202.1527
18/07/2018,29.74,12.23,1220.99,9.65,1863.92,82,259.48,30.42,9.182,1239.69,#N/A N/A,1177.65,210.16,309.58,234.31,230.95,22.9,10.99,121.29,42.881,19.535,109.38,49.76,144.67,25.11,1517.7972,326.01,211.53,76179.02,13.36,646.37,194.81,97.5455,12.8774,10.27,22.9,103.09,96.43,1202.16,203.4974
19/07/2018,29.59,12.21,1211.91,9.62,1860.17,81.92,258.23,30.24,9.147,1235.53,#N/A N/A,1172.57,208.78,308.75,232.58,230.05,22.77,10.92,120.84,42.626,19.483,109.82,49.7,143.85,25,1511.3815,323.82,211.01,75731.92,13.27,645.21,194.41,97.515,12.8218,10.23,22.82,102.7,95.89,1197.6,202.6197
20/07/2018,29.42,12.17,1215.91,9.59,1857.18,81.78,257.45,30.1,9.115,1224.36,1011.4,1168.08,208.21,306.6,231.09,228.07,22.73,10.9,120.4,42.558,19.415,109.65,49.28,142.43,24.78,1505.8348,322.62,209.85,75670.7,13.19,644.08,194.09,95.4166,12.7729,10.22,22.74,102.24,96.07,1196.75,201.8405
23/07/2018,29.32,12.1,1205.4,9.55,1854.15,81.56,256.33,30.11,9.102,1219.24,1003.2,1165.41,207.25,304.71,231.34,227.13,22.67,10.93,120.18,42.452,19.336,109.35,48.89,142.53,24.79,1502.189,321.7,209.27,75445.91,13.23,642.65,193.76,95.2513,12.7432,10.2,22.76,101.93,95.94,1191.1,201.3796
24/07/2018,29.68,12.23,1213.68,9.62,1869.92,82.21,258.12,30.31,9.18,1226.04,999.8,1175.21,208.17,307,233.83,229.31,22.81,10.96,121.32,43.056,19.544,109.07,49.59,144.06,25.03,1514.9454,324.84,210.89,75829.91,13.31,647.62,195.4,95.1212,12.8502,10.3,22.96,102.71,96.09,1195.24,203.3829
25/07/2018,29.61,12.23,1207.8,9.58,1864.74,82.27,257.31,30.08,9.135,1221.04,1007.4,1170.68,207.44,303.64,233.62,228.94,22.75,11.06,120.81,42.776,19.39,109.75,49.58,143.13,24.94,1509.3083,323.87,210.06,75608.56,13.25,646.44,194.87,94.6587,12.8003,10.3,22.98,102.74,96.01,1193.68,202.5993
26/07/2018,29.84,12.26,1207.88,9.68,1879.56,82.56,259.53,30.17,9.253,1231.88,1002.8,1181.68,208.76,307.09,234.36,230.57,23.04,11.02,122.28,43.419,19.53,109.62,49.74,143.7,25.02,1524.3854,327.34,211.92,76312.17,13.33,651.06,196.43,94.8001,12.9203,10.46,23.09,103.29,96.57,1201.84,204.4929
27/07/2018,30.06,12.33,1213.69,9.73,1887.18,82.92,261.25,30.25,9.291,1233.39,1013.4,1187.18,210.16,308.06,235.67,231.8,23.19,11.1,122.84,43.817,19.595,109.96,50.19,144.39,25.14,1531.6711,331.13,212.69,76523.51,13.41,656.49,197.22,94.776,12.9809,10.51,23.19,103.53,97.31,1209.46,205.1378
30/07/2018,30.03,12.33,1211.88,9.69,1881.84,82.33,260.19,30.09,9.258,1228.76,1017.4,1182.95,208.86,307.09,234.42,231.01,23.05,11.06,122.33,43.822,19.541,110.47,50.17,144.34,25.11,1526.0718,330.8,212.21,76314.48,13.37,654.81,196.67,94.6262,12.9348,10.54,23.07,102.76,97.18,1203.75,204.4099
31/07/2018,30.06,12.32,1202.98,9.69,1886.02,82.41,260.01,29.96,9.297,1229.45,1014.6,1185.35,208.65,306.09,234.29,229.6,23.07,11.07,122.84,43.899,19.531,110.33,50.06,144.43,25.12,1528.7436,331.92,212.56,76335.84,13.35,657.2,197.1,94.791,12.9613,10.57,23.16,102.72,97.25,1203.8,205.1286
01/08/2018,30.06,12.33,1202.17,9.64,1876.92,82.13,258.52,29.93,9.25,1224.32,1017.2,1180.55,207.61,304.82,234.2,229.28,22.92,11.05,122.23,43.706,19.481,110.17,50,143.82,25.06,1522.5841,329.69,211.48,76048.82,13.32,654.06,197.1,94.2858,12.9086,10.51,23.13,102.66,91.85,1200.81,204.2987
02/08/2018,29.76,12.21,1193.91,9.54,1861.9,81.4,256,29.71,9.14,1215.13,1013.6,1170.25,206.68,301.57,232.19,228.08,22.74,10.71,120.67,43.162,19.342,109.82,49.26,142.03,24.82,1508.887,325.57,210.31,75629.58,13.21,647.5,194.58,93.691,12.7957,10.4,22.95,102.11,91.38,1194.89,202.5132
03/08/2018,29.95,12.26,1203.08,9.58,1874.41,81.74,257,29.85,9.188,1219.31,1005.2,1176.29,207.69,303.02,232.74,228.92,22.81,10.7,121.08,43.418,19.429,109.17,49.53,142.67,24.93,1516.2458,326.58,211.17,75982.58,13.25,649.77,195.9,93.9577,12.8615,10.45,23.05,102.54,91.83,1198.46,203.5586
06/08/2018,29.95,12.26,1201.38,9.59,1872.12,81.44,256.1,29.81,9.193,1220.89,1009.6,1176.06,207.75,303.14,233.51,229.15,22.81,10.72,121.14,43.385,19.472,109.63,49.78,142.68,24.94,1516.0447,326.7,211.23,75961.89,13.22,649.36,195.65,94.0886,12.8586,10.45,23.07,102.6,91.86,1199,203.5143
07/08/2018,30.09,12.38,1211.5,9.65,1881.29,81.82,257.13,30.05,9.241,1224.63,1010.4,1181.7,208.55,304.77,235.25,229.52,22.97,10.72,121.87,43.774,19.594,109.69,50,143.81,25.13,1523.5071,328.02,211.94,76119.55,13.3,652.75,196.61,94.5696,12.9205,10.53,23.16,102.87,91.98,1200.1,204.4885
08/08/2018,30.01,12.33,1203.21,9.64,1877.47,81.72,256.44,29.89,9.217,1222.26,1014.2,1179.24,208.43,304.3,233.91,228.94,22.96,10.72,121.53,43.634,19.532,110.01,50.05,143.07,25.01,1520.4187,327.14,211.74,75992.62,13.24,651.25,196.21,94.9978,12.8934,10.51,23.17,102.6,92.04,1200,204.0623
09/08/2018,30.08,12.3,1202.44,9.63,1881.07,81.88,256.42,29.94,9.217,1226.67,1013,1180.4,208.81,305.19,234.24,230.09,23.02,10.73,121.6,43.468,19.594,109.72,49.72,143.49,25.04,1521.7254,325.89,211.67,76069.14,13.23,650.09,196.58,94.799,12.9056,10.5,23.2,102.86,92.26,1203.65,204.2595
